open	http://www.facebook.com	EMPTY
type	//input[@id=u_0_3 and @class=inputtext _58mg _5dba DOMControl_placeholder and @name=lastname and @type=text]	phone
clickAndWait	//input[@id=u_0_n and @type=submit]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/login.php?login_attempt=1 and @onclick=intl_set_cookie_locale("hi_IN", "https:\/\/www.facebook.com\/login.php?login_attempt=1"); and contains(text(),'??????')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/login.php?login_attempt=1 and @onclick=intl_set_cookie_locale("zh_CN", "https:\/\/www.facebook.com\/login.php?login_attempt=1"); and contains(text(),'??(??)')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/pages/create/?ref_type=sitefooter and contains(text(),'Create Page')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fpages%2Fcreate%2F%3Fref_type%3Dsitefooter and @onclick=intl_set_cookie_locale("zh_CN", "https:\/\/www.facebook.com\/login.php?next=https\u00253A\u00252F\u00252Fwww.facebook.com\u00252Fpages\u00252Fcreate\u00252F\u00253Fref_type\u00253Dsitefooter"); and contains(text(),'??(??)')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fpages%2Fcreate%2F%3Fref_type%3Dsitefooter and @onclick=intl_set_cookie_locale("pt_PT", "https:\/\/www.facebook.com\/login.php?next=https\u00253A\u00252F\u00252Fwww.facebook.com\u00252Fpages\u00252Fcreate\u00252F\u00253Fref_type\u00253Dsitefooter"); and contains(text(),'Português (Portugal)')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/recover/initiate and contains(text(),'Forgot your password?')]	EMPTY
clickAndWait	//a[@class=uiButton and @href=https://www.facebook.com/login.php and contains(text(),'Cancel')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/login.php and @onclick=intl_set_cookie_locale("en_US", "https:\/\/www.facebook.com\/login.php"); and contains(text(),'English (US)')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/appcenter/category/games/?ref=pf and contains(text(),'Games')]	EMPTY
type	//input[@id=email and @class=inputtext and @name=email and @type=text]	a5442766@drdrb.net
type	//input[@id=pass and @class=inputtext and @name=pass and @type=password]	123456
click	//input[@id=persist_box and @class=uiInputLabelInput uiInputLabelCheckbox and @name=persistent and @type=checkbox]	EMPTY
clickAndWait	//input[@id=u_0_c and @type=submit]	EMPTY
open	http://www.facebook.com	EMPTY
type	//textarea[@id=u_0_q and @class=DOMControl_placeholder uiTextareaAutogrow input autofocus mentionsTextarea textInput and @name=xhpc_message]	dress
clickAndWait	//input[@class=uiLinkButtonInput and @type=submit]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/directory/places/ and contains(text(),'Locations')]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/find-friends?ref=pf and contains(text(),'Find Friends')]	EMPTY
type	//input[@id=q_ff and @class=inputtext DOMControl_placeholder and @name=q and @type=text]	phone
clickAndWait	//input[@id=u_0_0 and @type=submit]	EMPTY
clickAndWait	//a[@href=https://www.facebook.com/r.php?next=https%3A%2F%2Fwww.facebook.com%2Ffind-friends%3Fref%3Dpf&locale=en_US&display=page and contains(text(),'Sign up for Facebook')]	EMPTY
